"BR","/pesqele/publico/pesquisa/Pesquisa/visualizacaoPublica.action;jsessionid=D67BE8972D23EB376E10F4A0B7F2B687?id=22231"
"BR","/pesqele/publico/pesquisa/Pesquisa/visualizacaoPublica.action;jsessionid=D67BE8972D23EB376E10F4A0B7F2B687?id=22227"
"BR","/pesqele/publico/pesquisa/Pesquisa/visualizacaoPublica.action;jsessionid=D67BE8972D23EB376E10F4A0B7F2B687?id=22189"
"BR","/pesqele/publico/pesquisa/Pesquisa/visualizacaoPublica.action;jsessionid=D67BE8972D23EB376E10F4A0B7F2B687?id=22187"
"BR","/pesqele/publico/pesquisa/Pesquisa/visualizacaoPublica.action;jsessionid=D67BE8972D23EB376E10F4A0B7F2B687?id=22184"
"BR","/pesqele/publico/pesquisa/Pesquisa/visualizacaoPublica.action;jsessionid=D67BE8972D23EB376E10F4A0B7F2B687?id=22173"
"BR","/pesqele/publico/pesquisa/Pesquisa/visualizacaoPublica.action;jsessionid=D67BE8972D23EB376E10F4A0B7F2B687?id=22167"
"BR","/pesqele/publico/pesquisa/Pesquisa/visualizacaoPublica.action;jsessionid=D67BE8972D23EB376E10F4A0B7F2B687?id=22147"
"BR","/pesqele/publico/pesquisa/Pesquisa/visualizacaoPublica.action;jsessionid=D67BE8972D23EB376E10F4A0B7F2B687?id=22110"
"BR","/pesqele/publico/pesquisa/Pesquisa/visualizacaoPublica.action;jsessionid=D67BE8972D23EB376E10F4A0B7F2B687?id=22083"
"BR","/pesqele/publico/pesquisa/Pesquisa/visualizacaoPublica.action;jsessionid=D67BE8972D23EB376E10F4A0B7F2B687?id=22070"
"BR","/pesqele/publico/pesquisa/Pesquisa/visualizacaoPublica.action;jsessionid=D67BE8972D23EB376E10F4A0B7F2B687?id=22067"
"BR","/pesqele/publico/pesquisa/Pesquisa/visualizacaoPublica.action;jsessionid=D67BE8972D23EB376E10F4A0B7F2B687?id=22053"
"BR","/pesqele/publico/pesquisa/Pesquisa/visualizacaoPublica.action;jsessionid=D67BE8972D23EB376E10F4A0B7F2B687?id=22051"
"BR","/pesqele/publico/pesquisa/Pesquisa/visualizacaoPublica.action;jsessionid=D67BE8972D23EB376E10F4A0B7F2B687?id=22049"
"BR","/pesqele/publico/pesquisa/Pesquisa/visualizacaoPublica.action;jsessionid=D67BE8972D23EB376E10F4A0B7F2B687?id=22029"
